ID,Nombre,Apellido,Mail,Ingreso,Compras mensuales un pago,Compras mensuales cuotas,Pagos crédito,Ahorro,Frecuencia de compras un pago,Frecuencia de compras cuotas
714,Becka,Gherarducci,bgherarduccijt@freewebs.com,11193.33,2900.16,2650.46,1459.28,1148.3,,0.4453
715,Halie,Geldert,hgeldertju@boston.com,,2968.86,411.74,1397.21,521.61,0.1671,0.1925
716,Lucita,Harries,lharriesjv@discuz.net,11476.61,3370.45,2249.2,1156.96,1506.63,0.3963,0.9263
717,Zacharia,Gossan,zgossanjw@reverbnation.com,5793.19,3240.77,2908.69,1215.65,781.34,0.5779,0.3052
718,Paulette,Stilgo,pstilgojx@eventbrite.com,914.65,3617.44,713.01,1763.6,347.53,0.0819,0.8362
719,Raven,Winsome,rwinsomejy@stanford.edu,10563.04,1459.31,3400.76,1576.97,865.59,0.2436,0.1843
720,Kristine,Riedel,kriedeljz@canalblog.com,11375.02,2845.83,3355.04,545.01,887.34,0.7833,0.8994
721,Pavlov,Fibbens,pfibbensk0@utexas.edu,8798.31,3352.86,816.04,732.29,1348.17,0.4392,0.5324
722,Emmaline,Antonazzi,eantonazzik1@google.it,9883.96,4633.23,,779.89,1390.6,0.2209,0.2229
723,Roselia,Sivewright,rsivewrightk2@scribd.com,9484.93,215.97,1723.79,1383.21,1105.12,0.5207,0.6569
724,Tripp,Blackah,tblackahk3@bandcamp.com,8843.21,1571.28,214.72,1006.86,249.39,,0.7849
725,Laurence,Wiley,lwileyk4@go.com,9204.91,552.46,2790.13,1003.36,79.87,0.9867,0.1012
726,Price,Killby,pkillbyk5@live.com,,4001.14,1958.86,2267.27,1171.89,0.2266,0.0319
727,Kitti,Manneville,kmannevillek6@google.fr,9451.4,4501.16,,613.19,1136.72,0.7683,0.1753
728,Anet,Royal,aroyalk7@netscape.com,11168.03,4257.22,463.81,1911.78,1837.31,0.2612,0.263
729,Sheena,Whytock,swhytockk8@networksolutions.com,10054.35,1383.74,2278.45,162.65,271.5,0.3073,0.5886
730,Bengt,Antonignetti,bantonignettik9@meetup.com,3096.93,41.23,1299.43,292.38,1123.78,0.9063,0.1836
731,Patty,Marzellano,pmarzellanoka@merriam-webster.com,2701.16,4283.76,2213.53,2705.68,65.09,0.654,0.5695
732,Mommy,Pennicard,mpennicardkb@webnode.com,7557.31,602.15,2060.59,1099.17,459.64,0.1338,0.8507
733,Drusy,Wycliffe,dwycliffekc@jimdo.com,8663.09,1860.38,2087.88,1158.75,210.0,0.0368,0.1581
734,Noak,O'Carrol,nocarrolkd@sciencedirect.com,4186.09,1715.25,2346.25,2561.53,778.94,0.6307,0.768
735,Aksel,Blues,ablueske@independent.co.uk,868.37,3591.1,1683.28,2238.54,1749.5,0.3369,0.8219
736,Berri,Fahrenbach,bfahrenbachkf@fda.gov,4017.85,3136.33,3813.25,825.26,929.81,0.4159,0.6839
737,Arliene,Boatman,aboatmankg@is.gd,2892.08,2792.6,2524.41,953.84,331.36,0.0957,0.6066
738,Leland,Chrystal,lchrystalkh@examiner.com,11930.49,2336.12,3428.38,2006.06,937.42,0.3696,0.9798
739,Caroline,Tuppeny,ctuppenyki@dailymotion.com,3454.14,4083.64,795.04,2451.84,320.28,0.1732,0.9441
740,Gardner,Hunton,ghuntonkj@loc.gov,5774.96,591.84,,962.78,1267.32,0.8307,0.1754
741,Noach,Genn,ngennkk@wp.com,6478.01,1164.3,3205.85,159.22,164.85,0.7932,0.4904
742,Scott,Worgan,sworgankl@domainmarket.com,,4461.59,746.01,1064.0,415.62,0.6067,0.9485
743,Flin,Mansion,fmansionkm@shinystat.com,1969.19,2197.45,536.89,1600.18,1746.2,0.6644,0.3089
744,Merrick,Weir,mweirkn@hatena.ne.jp,4958.71,1802.43,2273.92,1593.84,275.26,0.6876,0.1017
745,Arnoldo,Avrahamov,aavrahamovko@buzzfeed.com,8134.16,3897.52,3477.99,236.02,1393.03,0.7149,0.4152
746,Tiffy,Laban,tlabankp@timesonline.co.uk,10084.78,1750.7,,929.14,1099.62,0.1377,0.8582
747,Cynthia,Ladbury,cladburykq@ameblo.jp,5512.89,2317.52,3686.06,,1663.32,0.8957,
748,Zorina,Jenton,zjentonkr@thetimes.co.uk,3381.69,2156.06,1052.85,1670.87,1849.34,0.5422,0.3227
749,Janessa,Gristwood,jgristwoodks@google.it,5726.83,3084.47,181.16,2466.68,942.56,,0.8897
750,Hilary,Colson,hcolsonkt@go.com,5031.82,384.01,3394.98,906.14,1920.87,0.5552,0.8005
751,Basil,O'Hdirscoll,bohdirscollku@ed.gov,5388.84,2829.27,1982.55,2018.21,700.64,0.0542,0.4053
752,Minnaminnie,Clemow,mclemowkv@mail.ru,7419.8,2104.25,3911.13,2022.82,851.8,0.1448,0.1995
753,Alvy,Goldring,agoldringkw@blogs.com,8433.45,1306.12,1068.55,1471.07,1223.87,0.199,0.4136
754,Avril,Clementet,aclementetkx@simplemachines.org,6403.41,343.86,3011.28,2529.05,787.43,0.5216,0.0685
755,Rory,Terrett,rterrettky@utexas.edu,4439.06,,3792.16,2642.02,,0.6199,0.7158
756,Querida,Ortsmann,qortsmannkz@phoca.cz,94.35,3162.8,424.04,2298.96,1233.3,0.1697,0.2189
757,Reinold,Oattes,roattesl0@cargocollective.com,10834.05,,2181.63,2770.88,,0.968,0.7027
758,Kahaleel,Jelkes,kjelkesl1@myspace.com,9181.51,338.0,1348.2,1118.35,66.26,0.8887,0.0057
759,Pier,Prisk,ppriskl2@dropbox.com,6592.48,2793.98,2225.82,2076.44,848.18,0.8086,0.5798
760,Stevena,Chalfont,schalfontl3@hexun.com,,3420.18,3251.35,2840.14,1637.66,0.954,0.8546
761,Ardath,Harman,aharmanl4@arstechnica.com,3172.85,2289.32,,2771.62,493.86,0.445,0.1799
762,Ann,Cottem,acotteml5@timesonline.co.uk,171.74,799.76,238.41,330.79,913.15,0.3584,0.7575
763,Rabi,Reilingen,rreilingenl6@hao123.com,2739.9,3575.8,858.96,1445.32,851.14,,0.33
764,Anallise,Kinleyside,akinleysidel7@canalblog.com,8176.07,,308.86,1958.74,,0.3783,0.8874
765,Welsh,Waddilow,wwaddilowl8@digg.com,10527.4,,3298.3,2738.23,,0.8834,0.0759
766,Korie,Shyre,kshyrel9@meetup.com,4863.52,3068.81,745.03,13.94,1725.73,0.2537,0.4129
767,Sharlene,Reeves,sreevesla@howstuffworks.com,537.92,4030.57,115.16,2377.19,1471.72,0.14,0.0014
768,Nickie,Woolnough,nwoolnoughlb@cafepress.com,948.88,2581.63,3140.53,647.78,155.0,0.2811,0.3124
769,Vaclav,Deverale,vdeveralelc@craigslist.org,3565.86,3183.57,1555.28,2532.15,1084.29,0.5616,0.3996
770,Patrizio,Aldins,paldinsld@webnode.com,1310.8,2990.18,1467.7,148.95,614.67,0.867,0.411
771,Brig,Lougheed,blougheedle@army.mil,7678.02,2697.65,2258.23,103.6,887.88,0.5511,0.142
772,Tine,Pococke,tpocockelf@google.co.jp,11131.44,3082.65,245.44,755.33,51.05,0.2783,0.2838
773,Adeline,Ceeley,aceeleylg@go.com,11541.73,2903.5,3308.57,2930.23,1568.51,0.5312,0.0574
774,Bryna,Mantrip,bmantriplh@google.it,2031.33,275.52,2515.22,1539.61,790.09,,0.415
775,Berrie,Ellcock,bellcockli@un.org,2360.08,1411.65,1407.91,476.93,1746.45,0.7052,0.5553
776,Harald,Danick,hdanicklj@xrea.com,9158.03,2997.71,2006.21,1116.3,6.7,0.2268,0.5602
777,Edy,Saintpierre,esaintpierrelk@cbc.ca,3329.74,84.51,2021.83,899.69,1579.76,0.1307,0.0276
778,Noach,Bodker,nbodkerll@moonfruit.com,11749.02,2160.8,927.63,871.31,1427.88,0.1962,0.8234
779,Willetta,Laxe,wlaxelm@weibo.com,5651.04,4764.69,2640.38,1089.32,1424.93,0.3597,0.3936
780,Gabi,Brigstock,gbrigstockln@tamu.edu,972.97,2939.23,2799.93,2466.68,622.68,0.732,0.726
781,Jackson,Puzey,jpuzeylo@nhs.uk,2373.57,34.35,,,160.84,0.9652,
782,Odelle,Dight,odightlp@usatoday.com,5882.95,626.08,3773.13,13.17,1572.62,0.7428,0.3202
783,Melessa,Stealfox,mstealfoxlq@purevolume.com,8941.7,4544.14,2034.63,329.68,821.56,0.5866,0.923
784,Maison,Braidman,mbraidmanlr@npr.org,9928.37,2662.59,,1592.01,1298.36,0.1606,0.4798
785,Hercule,Gawne,hgawnels@reference.com,4687.66,719.0,2133.48,340.47,1656.26,0.2949,0.5881
786,Tansy,Cullinan,tcullinanlt@blog.com,9891.47,2027.15,1834.4,2591.51,188.14,0.982,0.483
787,Kati,Leborgne,kleborgnelu@webmd.com,3682.7,4088.21,1645.71,1355.8,1897.56,,0.0446
788,Jim,Clurow,jclurowlv@apple.com,4365.57,1013.59,141.22,1114.77,970.65,0.0472,0.6303
789,Godiva,Klimochkin,gklimochkinlw@360.cn,3370.17,3374.7,2142.69,2244.7,1755.83,0.0799,0.0966
790,Roddie,Chaffen,rchaffenlx@wired.com,2885.18,,3530.79,2260.93,,0.6515,0.2438
791,Valene,Seyers,vseyersly@acquirethisname.com,7782.94,4968.27,773.16,1269.51,1467.08,0.8942,0.1461
792,Gabi,Thunder,gthunderlz@feedburner.com,991.63,47.42,566.09,1683.02,872.18,0.2907,0.3401
793,Brear,Obispo,bobispom0@scientificamerican.com,5863.4,4907.19,1164.69,909.03,1188.77,0.2126,0.9714
794,Shandeigh,Springate,sspringatem1@usnews.com,6137.25,4067.78,3956.26,960.98,59.96,0.6445,0.9851
795,Griswold,Pead,gpeadm2@yandex.ru,7305.78,2526.82,915.82,1493.0,1612.96,,0.441
796,Rollo,Bascombe,rbascombem3@deliciousdays.com,4378.62,2136.9,519.01,,616.0,0.1746,
797,Maxi,Marven,mmarvenm4@constantcontact.com,543.03,2192.43,677.48,2879.54,1034.31,0.9683,0.9129
798,Nerita,Faulkner,nfaulknerm5@auda.org.au,645.51,2281.66,2444.26,535.0,1487.73,0.2614,0.6265
799,Clayborn,Towll,ctowllm6@kickstarter.com,8259.85,1128.27,,2981.71,804.69,0.2233,0.7033
800,Ferrel,Fernan,ffernanm7@php.net,999.6,2518.29,1545.19,1887.74,435.32,0.52,0.5266
801,Hansiain,Fairest,hfairestm8@google.co.uk,6109.82,3260.67,1285.78,2456.67,1139.33,0.7262,0.9605
802,Kingsly,Dudding,kduddingm9@mit.edu,11646.49,2686.75,,141.19,757.85,0.7051,0.1827
803,Suzann,Hrachovec,shrachovecma@time.com,6349.68,2919.68,252.16,416.73,1954.16,0.9214,0.2799
804,Devan,Swenson,dswensonmb@cafepress.com,4247.85,685.69,2080.11,1306.39,556.55,0.526,0.7285
805,Deni,Lingard,dlingardmc@phoca.cz,284.0,3631.07,3129.15,194.38,1828.44,0.02,0.6079
806,Bartholemy,Godain,bgodainmd@privacy.gov.au,4203.36,1987.02,3237.12,2058.95,1940.26,0.9244,0.6812
807,Katalin,Sherel,ksherelme@cloudflare.com,3394.8,3750.26,3787.08,2201.46,34.67,0.0137,0.6251
808,Caressa,Hefford,cheffordmf@homestead.com,6733.7,1680.98,,2706.69,14.1,0.1121,0.9648
809,Barnett,Alsina,balsinamg@eventbrite.com,4931.71,2177.25,120.64,1443.74,731.84,0.6211,0.4799
810,Ced,Billam,cbillammh@google.co.uk,286.89,4973.88,823.3,1075.08,644.67,0.1715,0.2364
811,Foster,Sorby,fsorbymi@yahoo.co.jp,7897.96,3554.72,3187.1,1778.38,813.86,0.2266,0.1795
812,Adrianne,Virgin,avirginmj@ameblo.jp,1719.29,2633.98,654.74,531.05,501.18,0.17,0.4961
813,Shani,Mullenger,smullengermk@google.com.au,,1618.18,464.27,,93.42,0.24,
814,Sibilla,Syversen,ssyversenml@freewebs.com,7056.87,4825.72,46.38,712.78,964.01,0.937,0.0561
815,Garwin,Sage,gsagemm@delicious.com,7613.05,697.95,2344.89,892.9,905.02,0.8919,0.6208
816,Clemente,Athy,cathymn@fastcompany.com,9930.48,4402.16,2751.74,2533.0,943.17,0.125,0.1835
817,Mitchel,Molder,mmoldermo@zimbio.com,10201.61,1616.28,1520.7,1710.5,412.51,0.5254,0.9277
818,Averil,Husthwaite,ahusthwaitemp@ucoz.ru,8806.64,362.67,257.77,805.3,1603.72,0.574,0.8969
819,Cybil,Stuffins,cstuffinsmq@earthlink.net,923.47,1771.48,3832.05,1749.77,131.77,0.5525,0.5984
820,Carmel,Esbrook,cesbrookmr@irs.gov,3569.33,3100.01,,376.81,968.06,,0.6532
821,Corie,Accomb,caccombms@usa.gov,9154.41,4790.91,151.63,2135.45,623.17,0.1889,0.771
822,Carey,Grahlmans,cgrahlmansmt@jiathis.com,10966.62,4314.73,1714.95,2606.53,1833.13,0.0005,0.4124
823,Agnella,Fetherstonhaugh,afetherstonhaughmu@ca.gov,5567.16,3298.15,,2714.57,1208.19,0.8942,0.9455
824,Tamiko,Odby,todbymv@redcross.org,7763.13,,214.49,642.84,,0.7765,0.0909
825,Carmine,Dalyiel,cdalyielmw@google.de,3061.9,2505.82,2217.75,1108.21,1261.11,0.7627,0.0511
826,Chrissie,Wingeat,cwingeatmx@gov.uk,1299.97,3034.94,1132.99,615.14,858.59,0.8111,0.3089
827,Teodora,Bulpitt,tbulpittmy@globo.com,11678.19,1517.37,3682.4,1397.94,1523.15,0.7072,0.8741
828,Mollee,Rossbrook,mrossbrookmz@ning.com,1234.57,3040.83,2524.47,,1232.24,0.3515,
829,Yehudit,Tibols,ytibolsn0@over-blog.com,10781.59,4692.34,1841.23,2176.42,442.49,0.4153,0.6913
830,Idelle,Reddoch,ireddochn1@ehow.com,3281.18,3230.11,2199.42,931.5,567.37,0.4787,0.0762
831,Darcey,Butting,dbuttingn2@scribd.com,3756.06,4189.96,1167.6,2420.52,1293.17,0.6606,0.9654
832,Tamma,Braidley,tbraidleyn3@deliciousdays.com,4217.6,4061.29,2439.39,978.13,1616.43,0.1995,0.1183
833,Amberly,Warden,awardenn4@dell.com,4162.1,703.98,419.68,1491.67,970.67,0.7365,0.2402
834,Borg,Mazey,bmazeyn5@multiply.com,7677.5,2724.31,3948.63,184.21,247.23,0.9899,0.6951
835,Morley,Wrightam,mwrightamn6@vkontakte.ru,1634.48,4096.93,2009.48,1203.5,316.61,0.7992,0.7346
836,Ilsa,Oxborrow,ioxborrown7@live.com,6864.14,2571.47,396.71,1634.58,788.82,0.9269,0.0054
837,Wendel,Rotherforth,wrotherforthn8@com.com,3748.69,1925.32,1729.4,813.71,214.61,0.6224,0.6374
838,Huntley,Krause,hkrausen9@mayoclinic.com,2766.81,7.6,2602.19,2696.5,706.1,0.1909,0.1812
839,Henry,Edwin,hedwinna@reuters.com,11584.16,3792.9,840.06,2531.08,814.16,0.347,0.6934
840,Nickola,Micka,nmickanb@bigcartel.com,1350.82,567.25,851.02,781.59,588.93,0.3075,0.0718
841,Janette,Keward,jkewardnc@gov.uk,4060.81,4931.63,2992.05,1626.4,1851.99,0.2281,0.1214
842,Sayres,Kean,skeannd@yellowbook.com,1185.76,2011.14,2810.94,1938.27,1468.81,0.4962,0.1097
843,Mareah,Phettis,mphettisne@tiny.cc,3501.81,3058.17,2366.64,2020.89,1754.28,0.0456,0.5214
844,Hasty,Whichelow,hwhichelownf@foxnews.com,4806.94,,2038.56,,,0.9996,
845,Cassie,Brando,cbrandong@java.com,7043.14,4183.75,623.71,781.62,28.05,0.847,0.8988
846,Henrietta,Fevers,hfeversnh@paypal.com,2932.41,556.56,3503.36,2636.55,495.57,0.5222,0.175
847,Marys,Hickisson,mhickissonni@mayoclinic.com,8942.38,2694.95,1702.0,1276.42,1925.73,0.5627,0.5211
848,Janifer,Levins,jlevinsnj@vkontakte.ru,6776.22,,1943.3,2924.38,,0.0379,0.6758
849,Colby,Dunnan,cdunnannk@shinystat.com,3036.58,15.83,,1514.1,1980.45,,0.6098
850,Ruggiero,Robertsen,rrobertsennl@bloomberg.com,6421.8,815.04,2167.12,2699.94,1780.16,0.1028,0.4088
851,Otes,Stammer,ostammernm@youku.com,8107.42,1990.34,1243.87,907.44,811.01,0.8236,0.9086
852,Milty,Garrettson,mgarrettsonnn@lulu.com,8955.07,643.87,3538.36,1995.64,457.21,0.441,0.227
853,Tabbie,Bohling,tbohlingno@sciencedaily.com,5395.65,2711.72,3200.64,189.34,497.94,0.003,0.3085
854,Bobbye,Diack,bdiacknp@arstechnica.com,5084.91,3699.56,733.58,2520.23,12.53,0.8225,0.63
855,Pearce,Eassom,peassomnq@tumblr.com,11792.79,4754.85,2431.84,570.44,881.1,0.154,0.3564
856,Florenza,Linfoot,flinfootnr@livejournal.com,9526.11,1759.32,1078.03,2573.61,1053.2,0.9988,0.0081
857,Cherilynn,Jeenes,cjeenesns@nps.gov,2666.97,3915.78,2540.33,1058.94,1414.44,0.0525,0.2172
858,Jami,Ackenhead,jackenheadnt@paginegialle.it,6017.58,1183.07,1660.86,1809.11,438.9,0.156,0.4179
859,Thorn,Holleran,thollerannu@desdev.cn,10866.84,4850.37,256.97,1616.92,1149.42,,0.3131
860,Christal,de Clercq,cdeclercqnv@irs.gov,1860.6,1241.59,1578.27,24.97,317.6,0.2659,0.5799
861,Hansiain,McClaren,hmcclarennw@sakura.ne.jp,169.32,,3722.09,2290.6,,0.4615,0.5072
862,Dita,Banbrigge,dbanbriggenx@free.fr,731.38,,,529.1,,0.9709,0.0591
863,Aldrich,Curedale,acuredaleny@xinhuanet.com,9922.86,4130.33,3965.1,2906.56,1615.19,0.0305,0.2287
864,Dorise,Shmyr,dshmyrnz@macromedia.com,11899.24,3833.46,3725.02,2332.53,639.31,0.7809,0.6235
865,Elli,Hanmer,ehanmero0@symantec.com,1125.95,1369.11,2021.12,,45.86,0.2353,
866,Zena,Yoell,zyoello1@jalbum.net,4760.38,3808.01,3611.27,687.63,773.8,0.0366,0.5025
867,Sissie,Rawlison,srawlisono2@a8.net,4859.86,3489.78,1015.87,153.74,1114.7,0.5518,0.2817
868,Joy,Ingon,jingono3@slashdot.org,6828.86,4023.18,1799.99,2610.84,667.03,0.0898,0.0874
869,Valli,Quirk,vquirko4@eepurl.com,7802.58,2631.2,2135.69,2228.67,127.04,,0.7161
870,Waldemar,Shoreman,wshoremano5@oakley.com,10416.72,4010.57,1313.57,411.45,387.42,0.1996,0.6825
871,Danice,Atter,dattero6@mozilla.org,2086.36,1391.56,1234.77,1447.69,1485.36,0.231,0.7675
872,Damita,Springham,dspringhamo7@sfgate.com,11876.59,4276.52,85.21,1058.44,514.28,0.5707,0.9434
873,Katerine,Yandle,kyandleo8@amazon.com,11493.34,1357.74,2261.53,2169.87,483.58,0.665,0.662
874,Amalie,Durnford,adurnfordo9@tinypic.com,4878.14,1914.75,2421.52,1579.87,345.29,0.1122,0.1709
875,Janaye,Jagielski,jjagielskioa@usgs.gov,6057.69,693.24,333.46,791.4,25.71,0.3763,0.8682
876,Gonzales,Songhurst,gsonghurstob@mayoclinic.com,10180.46,556.92,3376.42,2438.29,1539.31,0.1728,0.6221
877,Branden,Gibbon,bgibbonoc@geocities.jp,2385.68,710.52,1701.88,1820.24,994.35,0.0964,0.5668
878,Bent,Lowensohn,blowensohnod@yellowpages.com,5938.7,1851.04,1004.97,23.78,1857.76,0.8996,0.4212
879,Diandra,Tidmarsh,dtidmarshoe@stanford.edu,6593.28,4295.22,1511.68,38.16,658.32,0.6376,0.1103
880,Polly,Broker,pbrokerof@nasa.gov,6667.94,4901.14,543.46,1843.9,104.28,0.0598,0.8699
881,Hymie,McLanaghan,hmclanaghanog@weebly.com,421.47,3673.28,2240.81,1720.53,808.21,0.1419,0.1439
882,Amabel,Doog,adoogoh@wufoo.com,4857.14,2956.55,2647.04,706.41,88.04,0.1428,0.2214
883,Dulcine,Sworder,dsworderoi@archive.org,,1048.79,2435.31,1480.23,1625.0,0.3266,0.8792
884,Zsa zsa,Clarage,zclarageoj@umich.edu,8596.28,1063.9,490.43,895.71,1125.0,0.472,0.4022
885,Aryn,Humberstone,ahumberstoneok@webnode.com,7046.11,963.54,1682.42,2244.88,1197.08,0.5512,0.1202
886,Flinn,Hazle,fhazleol@apple.com,9544.9,3646.25,778.91,2103.96,1595.02,0.2343,0.4115
887,Harrison,Atyea,hatyeaom@mtv.com,,1035.2,3923.37,1864.26,1100.58,0.9189,0.8782
888,Fredia,Jonas,fjonason@studiopress.com,3932.34,,1652.0,2062.92,,0.0743,0.9065
889,Johnna,Nelthrop,jnelthropoo@macromedia.com,,4510.94,660.53,1798.19,1674.3,0.3231,0.9336
890,Wandie,Quinane,wquinaneop@umn.edu,10247.68,1807.1,194.2,2384.07,1904.7,0.8162,0.0049
891,Codie,Hing,chingoq@hatena.ne.jp,10193.64,2292.38,2111.61,1262.55,56.73,0.7624,0.6274
892,Dwayne,Nettles,dnettlesor@studiopress.com,11891.12,3023.54,1303.84,883.4,1733.25,0.2783,0.2525
893,Jodi,Teissier,jteissieros@w3.org,3474.05,309.54,3843.09,2651.52,1566.98,0.8717,0.3221
894,Natty,Izsak,nizsakot@discuz.net,11526.56,3498.17,823.67,1488.41,655.44,0.0025,0.5897
895,Linea,Statham,lstathamou@independent.co.uk,7946.43,4271.16,2326.35,1945.35,1813.65,0.4694,0.9161
896,Tammi,Ponte,tponteov@forbes.com,1261.11,1045.74,574.24,2998.6,174.16,0.2706,0.0684
897,Creighton,Morant,cmorantow@theguardian.com,7322.21,3973.19,2003.21,1709.75,547.54,0.4518,0.3466
898,Nils,Duetschens,nduetschensox@gizmodo.com,1945.21,487.38,232.55,1759.83,1075.88,0.2314,0.8897
899,Bethina,Baynham,bbaynhamoy@ftc.gov,6370.44,457.1,2933.35,1141.3,1843.85,0.2804,0.1444
900,Darcee,Pendall,dpendalloz@google.pl,8822.36,4427.14,3887.48,2113.41,1344.22,0.9424,0.8231
901,Samara,Cocklin,scocklinp0@addthis.com,6951.35,4315.84,1015.75,1884.32,3.0,0.1865,0.4158
902,Kalindi,Buchett,kbuchettp1@webs.com,2874.86,3214.53,1613.31,2312.18,428.11,0.9373,0.4256
903,Yancey,Duffill,yduffillp2@51.la,6985.08,492.45,3617.11,1798.37,269.88,0.5388,0.4015
904,Georgena,Ivanikov,givanikovp3@earthlink.net,11552.95,2708.66,3674.84,291.85,1056.77,0.5867,0.11
905,Danielle,Fusco,dfuscop4@europa.eu,9479.13,4620.98,3783.19,554.72,1422.61,0.7258,0.2541
906,Philbert,Aleksandrikin,paleksandrikinp5@biblegateway.com,10016.17,2451.76,,185.54,1668.14,0.3257,0.8233
907,Penny,Findlow,pfindlowp6@patch.com,5053.79,4166.52,2838.07,372.4,804.94,0.1796,0.108
908,Elysee,Pattillo,epattillop7@eventbrite.com,,4527.45,2217.18,430.54,1486.91,0.0772,0.9076
909,Edvard,Pape,epapep8@icq.com,1605.13,11.39,2707.03,2548.5,860.2,0.2446,0.2281
910,Brander,Grimoldby,bgrimoldbyp9@surveymonkey.com,9757.21,289.67,1971.38,1053.36,871.91,0.5508,0.5664
911,Rolando,Giorgietto,rgiorgiettopa@house.gov,2628.98,4215.82,1704.72,406.56,1539.63,0.4414,0.4445
912,Didi,Rice,dricepb@amazonaws.com,3765.74,1314.85,1840.09,918.73,1558.48,0.5643,0.7701
913,Rich,Tolcharde,rtolchardepc@phoca.cz,6215.7,4072.84,,169.29,1861.21,0.3649,0.5316
914,Winthrop,McRobbie,wmcrobbiepd@icio.us,1625.5,1234.26,2237.04,1348.9,1717.95,0.8725,0.7171
915,Glen,Peart,gpeartpe@springer.com,7128.9,3976.28,137.94,,1874.66,0.2764,
916,Katheryn,Cheatle,kcheatlepf@nasa.gov,2077.06,4807.31,1805.83,1409.19,1393.43,0.7793,0.1954
917,Leelah,Spellecy,lspellecypg@ted.com,5207.57,1954.32,877.77,1632.44,1512.65,0.4571,0.1337
918,Joice,Dorrington,jdorringtonph@google.ca,3804.09,3393.01,2222.28,2009.94,1262.37,0.6258,0.2505
919,Eirena,Yeats,eyeatspi@homestead.com,10145.49,127.66,3093.09,1293.66,935.04,0.1103,0.8472
920,Oralia,Silversmid,osilversmidpj@jugem.jp,9306.36,1190.37,1278.06,2119.58,214.55,0.6663,0.9156
921,Hyacinthe,Murrells,hmurrellspk@oakley.com,5318.71,630.22,1928.45,1904.51,390.5,0.5063,0.3866
922,Melanie,Todaro,mtodaropl@usda.gov,10942.5,3844.18,51.98,1393.02,1892.2,0.5349,0.2199
923,Darcie,Placidi,dplacidipm@businessweek.com,5576.72,4737.23,,2111.65,1387.72,0.3325,0.9846
924,Marchelle,Le Galle,mlegallepn@diigo.com,5293.43,4654.7,841.16,1869.33,826.92,0.1405,0.7261
925,Clarke,Chretien,cchretienpo@unicef.org,9152.26,4069.37,3195.99,2465.19,1017.31,0.1158,0.1533
926,Harman,Dovinson,hdovinsonpp@cmu.edu,456.1,233.74,,2275.77,1070.39,0.4551,0.8537
927,Gare,Dany,gdanypq@163.com,8937.77,389.75,3262.17,2269.59,1363.53,0.8015,0.6939
928,Tara,St. John,tstjohnpr@artisteer.com,7923.21,2449.18,,911.64,834.2,0.6431,0.9808
929,Marleah,Dresche,mdrescheps@sakura.ne.jp,2379.44,1312.89,2186.27,850.46,974.28,0.9494,0.6661
930,Leilah,McHenry,lmchenrypt@ebay.co.uk,2852.07,3557.44,3759.76,1965.98,642.81,0.4893,0.1163
931,Julius,Yearsley,jyearsleypu@vkontakte.ru,6460.95,698.9,2229.58,,1876.3,,
932,Peta,Harrill,pharrillpv@typepad.com,4636.41,1338.33,369.8,2210.39,1881.88,0.5348,0.7159
933,Barrett,Hynard,bhynardpw@senate.gov,10848.33,326.42,3895.56,622.43,1177.68,0.0334,0.3306
934,Sybyl,Kelleher,skelleherpx@si.edu,461.92,2265.27,1770.94,5.33,1953.55,0.7094,0.413
935,Hagen,Oldnall,holdnallpy@cdbaby.com,4699.06,2719.36,3937.91,1048.44,406.81,,0.605
936,Tarrance,Honisch,thonischpz@yahoo.com,11459.01,3831.15,2900.75,,1937.98,0.0078,
937,Brucie,Antonijevic,bantonijevicq0@buzzfeed.com,407.09,4059.45,670.16,2703.69,1760.92,0.3008,0.7617
938,Wilie,Shakespear,wshakespearq1@cmu.edu,11874.83,287.35,3039.74,2155.06,1370.18,0.3423,0.9443
939,Gerik,Bremeyer,gbremeyerq2@aol.com,4348.98,1602.91,890.36,1490.16,68.02,0.291,0.7331
940,Herbie,Asher,hasherq3@twitpic.com,738.85,938.01,513.22,2179.73,1076.76,0.4585,0.1952
941,Delia,FitzGilbert,dfitzgilbertq4@nationalgeographic.com,2163.45,2240.9,1258.5,923.2,1045.33,0.2273,0.0729
942,Marve,Attenbrow,mattenbrowq5@blinklist.com,2069.79,2867.49,1025.36,,174.44,0.8426,
943,Anissa,Hasney,ahasneyq6@patch.com,3911.83,3285.48,1038.05,1131.25,705.36,0.2387,0.7183
944,Whitaker,Kimmins,wkimminsq7@nasa.gov,3699.48,2740.11,3546.37,2491.54,870.7,,0.4932
945,Udale,Pinchin,upinchinq8@wp.com,1580.34,2651.63,1384.63,1326.89,452.1,0.7284,0.8626
946,Josepha,Orneblow,jorneblowq9@wufoo.com,7069.17,4436.41,2683.56,1635.09,1891.01,0.6038,0.7079
947,Bert,Fortune,bfortuneqa@alibaba.com,4816.15,1724.66,1420.47,2408.55,231.35,0.9726,0.0961
948,Deeann,Kordovani,dkordovaniqb@google.it,10983.45,348.12,2870.78,1239.69,887.84,0.9674,0.9386
949,Min,Bundy,mbundyqc@umich.edu,7424.71,1297.14,2941.34,1476.74,277.99,0.1583,0.9078
950,Vidovik,Letterick,vletterickqd@1688.com,3446.33,460.91,2646.47,720.29,1829.96,0.6255,0.5012
951,Rory,Paulitschke,rpaulitschkeqe@blinklist.com,9289.74,363.2,3117.72,704.22,1572.7,0.1061,0.9239
